name,source,collection_date,satellite_number,classification,launch_year,launch_number,launch_piece,epoch_year,epoch_day,inclination_deg,right_ascension_deg,eccentricity,argument_of_perigee_deg,mean_anomaly_deg,mean_motion,orbital_period_minutes,approximate_altitude_km,mean_motion_derivative,mean_motion_second_derivative,drag_term,element_set_number,revolution_number,line1,line2,category
STARLINK-30252,celestrak_active,2025-07-29T17:08:40.691726,57607,U,2023,119,F,2025,210.26448827,43.0019,203.1888,0.0001303,296.3436,63.7272,15.02548841,95.83715089365272,0,8.21e-06,0.0,0.0007584,999,10962,1 57607U 23119F   25210.26448827  .00000821  00000+0  75840-4 0  9990,2 57607  43.0019 203.1888 0001303 296.3436  63.7272 15.02548841109627,important
STARLINK-30258,celestrak_active,2025-07-29T17:08:40.691734,57608,U,2023,119,G,2025,210.31180576,43.0014,215.4212,0.0001115,283.9133,76.1585,15.02520547,95.8389556053106,0,1.191e-05,0.0,0.0010328,999,10948,1 57608U 23119G   25210.31180576  .00001191  00000+0  10328-3 0  9991,2 57608  43.0014 215.4212 0001115 283.9133  76.1585 15.02520547109489,important
STARLINK-30174,celestrak_active,2025-07-29T17:08:40.691740,57609,U,2023,119,H,2025,210.30403365,43.0016,215.3629,0.0001311,280.1124,79.957,15.02536568,95.83793370944433,0,5.42e-06,0.0,0.00055219,999,10948,1 57609U 23119H   25210.30403365  .00000542  00000+0  55219-4 0  9993,2 57609  43.0016 215.3629 0001311 280.1124  79.9570 15.02536568109485,important
STARLINK-30248,celestrak_active,2025-07-29T17:08:40.691745,57610,U,2023,119,J,2025,210.50679379,43.0028,214.3037,0.0002017,281.2156,78.8459,15.02552724,95.83690322470174,0,9.4e-06,0.0,0.0008463800000000001,999,10951,1 57610U 23119J   25210.50679379  .00000940  00000+0  84638-4 0  9996,2 57610  43.0028 214.3037 0002017 281.2156  78.8459 15.02552724109513,important
STARLINK-30052,celestrak_active,2025-07-29T17:08:40.691751,57611,U,2023,119,K,2025,210.36718191,43.0026,214.9781,0.0001736,288.5261,71.5393,15.02535826,95.83798103726546,0,-3.01e-06,0.0,-7.173300000000001e-05,999,10947,1 57611U 23119K   25210.36718191 -.00000301  00000+0 -71733-5 0  9993,2 57611  43.0026 214.9781 0001736 288.5261  71.5393 15.02535826109474,important
STARLINK-30245,celestrak_active,2025-07-29T17:08:40.691757,57612,U,2023,119,L,2025,210.36385303,43.0018,214.9521,0.0001269,283.7537,76.3164,15.02535189,95.83802166779071,0,-2.46e-06,0.0,-3.1039e-05,999,10949,1 57612U 23119L   25210.36385303 -.00000246  00000+0 -31039-5 0  9992,2 57612  43.0018 214.9521 0001269 283.7537  76.3164 15.02535189109495,important
STARLINK-30041,celestrak_active,2025-07-29T17:08:40.691762,57613,U,2023,119,M,2025,210.36054339,43.0009,214.9274,0.0001558,285.6101,74.4569,15.02510046,95.83962542104693,0,2.844e-05,0.0,0.0022564000000000004,999,10949,1 57613U 23119M   25210.36054339  .00002844  00000+0  22564-3 0  9990,2 57613  43.0009 214.9274 0001558 285.6101  74.4569 15.02510046109493,important
STARLINK-30244,celestrak_active,2025-07-29T17:08:40.691768,57614,U,2023,119,N,2025,210.49014679,43.0029,214.1793,0.0001591,288.6038,71.4631,15.02537768,95.83785716859265,0,4.07e-06,0.0,0.00045241,999,10951,1 57614U 23119N   25210.49014679  .00000407  00000+0  45241-4 0  9999,2 57614  43.0029 214.1793 0001591 288.6038  71.4631 15.02537768109513,important
STARLINK-30246,celestrak_active,2025-07-29T17:08:40.691773,57615,U,2023,119,P,2025,210.28738409,43.0015,215.2252,0.0001347,277.2471,82.8218,15.02535282,95.83801573585944,0,3.54e-06,0.0,0.0004125,999,10948,1 57615U 23119P   25210.28738409  .00000354  00000+0  41250-4 0  9998,2 57615  43.0015 215.2252 0001347 277.2471  82.8218 15.02535282109487,important
STARLINK-30075,celestrak_active,2025-07-29T17:08:40.691779,57616,U,2023,119,Q,2025,210.41712846,43.0021,215.3527,0.0001431,283.9703,76.098,15.02535644,95.83799264598345,0,-2.17e-06,0.0,-9.868499999999999e-06,999,10949,1 57616U 23119Q   25210.41712846 -.00000217  00000+0 -98685-6 0  9997,2 57616  43.0021 215.3527 0001431 283.9703  76.0980 15.02535644109491,important
STARLINK-30148,celestrak_active,2025-07-29T17:08:40.691784,57617,U,2023,119,R,2025,210.28084107,43.0022,216.0511,0.0001593,281.4587,78.6077,15.02526685,95.83856409179182,0,-1.747e-05,0.0,-0.0011432,999,10947,1 57617U 23119R   25210.28084107 -.00001747  00000+0 -11432-3 0  9996,2 57617  43.0022 216.0511 0001593 281.4587  78.6077 15.02526685109474,important
STARLINK-30249,celestrak_active,2025-07-29T17:08:40.691790,57618,U,2023,119,S,2025,210.2775127,43.0017,216.025,0.0001334,283.4979,76.5715,15.02535161,95.83802345374865,0,5.99e-06,0.0,0.00059378,999,10947,1 57618U 23119S   25210.27751270  .00000599  00000+0  59378-4 0  9992,2 57618  43.0017 216.0250 0001334 283.4979  76.5715 15.02535161109474,important
STARLINK-30141,celestrak_active,2025-07-29T17:08:40.691795,57620,U,2023,119,U,2025,210.33178211,43.0023,215.5666,0.0001443,287.6692,72.3993,15.02534685,95.83805381504388,0,3.28e-06,0.0,0.00039374,999,10948,1 57620U 23119U   25210.33178211  .00000328  00000+0  39374-4 0  9994,2 57620  43.0023 215.5666 0001443 287.6692  72.3993 15.02534685109481,important
STARLINK-30150,celestrak_active,2025-07-29T17:08:40.691801,57621,U,2023,119,V,2025,210.46695663,43.0023,214.8677,0.0001254,280.8626,79.2075,15.02535767,95.83798480053088,0,3.16e-06,0.0,0.00038464,999,10950,1 57621U 23119V   25210.46695663  .00000316  00000+0  38464-4 0  9990,2 57621  43.0023 214.8677 0001254 280.8626  79.2075 15.02535767109500,important
STARLINK-30056,celestrak_active,2025-07-29T17:08:40.691807,57622,U,2023,119,W,2025,210.46362357,43.0018,214.8148,0.0001312,289.2599,70.8101,15.02534835,95.83804424740676,0,2.74e-06,0.0,0.0003532,999,10950,1 57622U 23119W   25210.46362357  .00000274  00000+0  35320-4 0  9993,2 57622  43.0018 214.8148 0001312 289.2599  70.8101 15.02534835109507,important
STARLINK-30100,celestrak_active,2025-07-29T17:08:40.691812,57623,U,2023,119,X,2025,210.46029627,43.002,214.8172,0.0001248,283.9096,76.1607,15.0253645,95.83794123596802,0,5e-06,0.0,0.00052059,999,10950,1 57623U 23119X   25210.46029627  .00000500  00000+0  52059-4 0  9994,2 57623  43.0020 214.8172 0001248 283.9096  76.1607 15.02536450109504,important
STARLINK-30309,celestrak_active,2025-07-29T17:08:40.691852,57632,U,2023,122,A,2025,210.49995257,43.0027,227.788,0.00016,287.373,72.6937,15.02536214,95.83795628901893,0,-1.94e-06,0.0,7.1506e-06,999,10860,1 57632U 23122A   25210.49995257 -.00000194  00000+0  71506-6 0  9992,2 57632  43.0027 227.7880 0001600 287.3730  72.6937 15.02536214108600,important
STARLINK-30306,celestrak_active,2025-07-29T17:08:40.691858,57633,U,2023,122,B,2025,210.49663986,43.0037,227.7606,0.0001666,284.6829,75.3828,15.02529178,95.83840507621743,0,-4.44e-06,0.0,-0.0001779,999,10859,1 57633U 23122B   25210.49663986 -.00000444  00000+0 -17790-4 0  9996,2 57633  43.0037 227.7606 0001666 284.6829  75.3828 15.02529178108597,important
STARLINK-30323,celestrak_active,2025-07-29T17:08:40.691863,57634,U,2023,122,C,2025,210.49124985,43.0033,214.137,0.0001541,302.0923,57.9769,15.02536913,95.83791170393695,0,-1.75e-06,0.0,2.1154000000000004e-05,999,10874,1 57634U 23122C   25210.49124985 -.00000175  00000+0  21154-5 0  9998,2 57634  43.0033 214.1370 0001541 302.0923  57.9769 15.02536913108746,important
STARLINK-30329,celestrak_active,2025-07-29T17:08:40.691869,57635,U,2023,122,D,2025,210.49329144,43.0029,227.7346,0.0001639,300.7822,59.2859,15.02536302,95.83795067601635,0,5.2e-06,0.0,0.00053556,999,10860,1 57635U 23122D   25210.49329144  .00000520  00000+0  53556-4 0  9996,2 57635  43.0029 227.7346 0001639 300.7822  59.2859 15.02536302108608,important
STARLINK-30330,celestrak_active,2025-07-29T17:08:40.691874,57636,U,2023,122,E,2025,210.42348659,43.0023,228.073,0.000137,283.9846,76.0844,15.02534432,95.83806995246283,0,8.2e-07,0.0,0.00021126,999,10859,1 57636U 23122E   25210.42348659  .00000082  00000+0  21126-4 0  9993,2 57636  43.0023 228.0730 0001370 283.9846  76.0844 15.02534432108595,important
STARLINK-30311,celestrak_active,2025-07-29T17:08:40.691880,57637,U,2023,122,F,2025,210.41682209,43.0014,228.0245,0.000166,280.5903,79.4752,15.02534276,95.83807990281082,0,-2.41e-06,0.0,-2.7731000000000003e-05,999,10859,1 57637U 23122F   25210.41682209 -.00000241  00000+0 -27731-5 0  9993,2 57637  43.0014 228.0245 0001660 280.5903  79.4752 15.02534276108597,important
STARLINK-30328,celestrak_active,2025-07-29T17:08:40.691885,57638,U,2023,122,G,2025,210.49790224,43.0022,214.127,0.0001582,310.9842,49.0863,15.02535324,95.83801305692299,0,2.89e-06,0.0,0.0003644,999,10875,1 57638U 23122G   25210.49790224  .00000289  00000+0  36440-4 0  9995,2 57638  43.0022 214.1270 0001582 310.9842  49.0863 15.02535324108753,important
STARLINK-30326,celestrak_active,2025-07-29T17:08:40.691890,57639,U,2023,122,H,2025,210.44667583,43.0018,227.3838,0.0001806,282.7392,77.3248,15.02535376,95.83800974014471,0,-1.8e-06,0.0,1.7349000000000003e-05,999,10860,1 57639U 23122H   25210.44667583 -.00000180  00000+0  17349-5 0  9991,2 57639  43.0018 227.3838 0001806 282.7392  77.3248 15.02535376108602,important
STARLINK-30324,celestrak_active,2025-07-29T17:08:40.691897,57640,U,2023,122,J,2025,210.41016778,43.002,227.9747,0.0001346,279.9991,80.0699,15.02533677,95.83811810961492,0,-6e-08,0.0,0.000146,999,10859,1 57640U 23122J   25210.41016778 -.00000006  00000+0  14600-4 0  9997,2 57640  43.0020 227.9747 0001346 279.9991  80.0699 15.02533677108595,important
STARLINK-30312,celestrak_active,2025-07-29T17:08:40.691906,57641,U,2023,122,K,2025,210.40683742,43.0026,227.9482,0.0001621,278.6718,81.3941,15.02535785,95.83798365241597,0,8.7e-07,0.0,0.00021507,999,10859,1 57641U 23122K   25210.40683742  .00000087  00000+0  21507-4 0  9990,2 57641  43.0026 227.9482 0001621 278.6718  81.3941 15.02535785108593,important
STARLINK-30263,celestrak_active,2025-07-29T17:08:40.691911,57642,U,2023,122,L,2025,210.40017762,43.0025,227.8987,0.0001359,281.9142,78.1548,15.02534179,95.83808608988721,0,-2.01e-06,0.0,2.1141e-06,999,10859,1 57642U 23122L   25210.40017762 -.00000201  00000+0  21141-6 0  9999,2 57642  43.0025 227.8987 0001359 281.9142  78.1548 15.02534179108591,important
STARLINK-30280,celestrak_active,2025-07-29T17:08:40.691917,57643,U,2023,122,M,2025,210.45666627,43.0016,227.4639,0.0001484,281.2122,78.8554,15.02535859,95.83797893238832,0,2.19e-06,0.0,0.00031271,999,10860,1 57643U 23122M   25210.45666627  .00000219  00000+0  31271-4 0  9996,2 57643  43.0016 227.4639 0001484 281.2122  78.8554 15.02535859108604,important
STARLINK-30247,celestrak_active,2025-07-29T17:08:40.691923,57644,U,2023,122,N,2025,210.52647426,43.002,227.1321,0.0001417,276.913,83.1551,15.02535539,95.83799934332202,0,-1.3e-07,0.0,0.00014118,999,10861,1 57644U 23122N   25210.52647426 -.00000013  00000+0  14118-4 0  9995,2 57644  43.0020 227.1321 0001417 276.9130  83.1551 15.02535539108613,important
STARLINK-30277,celestrak_active,2025-07-29T17:08:40.691929,57645,U,2023,122,P,2025,210.50303094,43.0055,130.8428,0.0001391,264.8774,95.1919,15.27591245,94.26605479137844,0,4.16e-06,0.0,0.00024641,999,10974,1 57645U 23122P   25210.50303094  .00000416  00000+0  24641-4 0  9992,2 57645  43.0055 130.8428 0001391 264.8774  95.1919 15.27591245109740,important
STARLINK-30265,celestrak_active,2025-07-29T17:08:40.691934,57646,U,2023,122,Q,2025,210.53646201,43.0025,227.2019,0.0001299,282.9502,77.1195,15.02535973,95.83797166099531,0,2.89e-06,0.0,0.00036486,999,10861,1 57646U 23122Q   25210.53646201  .00000289  00000+0  36486-4 0  9994,2 57646  43.0025 227.2019 0001299 282.9502  77.1195 15.02535973108612,important
STARLINK-30286,celestrak_active,2025-07-29T17:08:40.691941,57647,U,2023,122,R,2025,210.45333559,43.0024,227.4346,0.0001393,282.557,77.5117,15.02534828,95.83804469389645,0,3.9e-07,0.0,0.00017992,999,10860,1 57647U 23122R   25210.45333559  .00000039  00000+0  17992-4 0  9999,2 57647  43.0024 227.4346 0001393 282.5570  77.5117 15.02534828108608,important
STARLINK-30243,celestrak_active,2025-07-29T17:08:40.691946,57648,U,2023,122,S,2025,210.50649273,43.0016,226.98,0.0001666,285.3292,74.7366,15.02538034,95.83784020205374,0,2.93e-06,0.0,0.00036784000000000003,999,10861,1 57648U 23122S   25210.50649273  .00000293  00000+0  36784-4 0  9991,2 57648  43.0016 226.9800 0001666 285.3292  74.7366 15.02538034108613,important
STARLINK-30299,celestrak_active,2025-07-29T17:08:40.691953,57650,U,2023,122,U,2025,210.45001373,43.0025,227.4123,0.0001933,286.1257,73.9373,15.02547254,95.83725211746318,0,1.017e-05,0.0,0.0009031700000000001,999,10860,1 57650U 23122U   25210.45001373  .00001017  00000+0  90317-4 0  9998,2 57650  43.0025 227.4123 0001933 286.1257  73.9373 15.02547254108609,important
STARLINK-30294,celestrak_active,2025-07-29T17:08:40.691958,57651,U,2023,122,V,2025,210.44364514,43.0024,214.6479,0.0001271,291.8813,68.1894,15.02545744,95.83734843017199,0,4.726e-05,0.0,0.0036461,999,10875,1 57651U 23122V   25210.44364514  .00004726  00000+0  36461-3 0  9996,2 57651  43.0024 214.6479 0001271 291.8813  68.1894 15.02545744108759,important
STARLINK-30276,celestrak_active,2025-07-29T17:08:40.691964,57652,U,2023,122,W,2025,210.50982273,43.0023,227.0017,0.0001761,286.0079,74.0569,15.02536865,95.83791476557215,0,-2.73e-06,0.0,-5.1446e-05,999,10861,1 57652U 23122W   25210.50982273 -.00000273  00000+0 -51446-5 0  9999,2 57652  43.0023 227.0017 0001761 286.0079  74.0569 15.02536865108613,important
STARLINK-30289,celestrak_active,2025-07-29T17:08:40.691969,57653,U,2023,122,X,2025,210.38048789,43.0022,214.9844,0.0001603,307.1257,52.9439,15.02535028,95.83803193704979,0,1.3e-07,0.0,0.00016027,999,10874,1 57653U 23122X   25210.38048789  .00000013  00000+0  16027-4 0  9996,2 57653  43.0022 214.9844 0001603 307.1257  52.9439 15.02535028108749,important
STARLINK-30267,celestrak_active,2025-07-29T17:08:40.691980,57663,U,2023,124,A,2025,210.56803021,53.1588,163.4089,0.0001236,92.6261,267.4881,15.30195163,94.10564317670635,0,3.73e-06,0.0,0.00024738000000000006,999,10940,1 57663U 23124A   25210.56803021  .00000373  00000+0  24738-4 0  9994,2 57663  53.1588 163.4089 0001236  92.6261 267.4881 15.30195163109402,important
STARLINK-30298,celestrak_active,2025-07-29T17:08:40.691986,57665,U,2023,124,C,2025,210.2435722,53.1589,164.9546,0.0001212,91.4767,268.6372,15.30219504,94.10414625064143,0,5.017e-05,0.0,0.0018128,999,10935,1 57665U 23124C   25210.24357220  .00005017  00000+0  18128-3 0  9991,2 57665  53.1589 164.9546 0001212  91.4767 268.6372 15.30219504109359,important
STARLINK-30301,celestrak_active,2025-07-29T17:08:40.691991,57666,U,2023,124,D,2025,210.33850138,53.1598,226.2571,8.59e-05,73.5081,286.6014,15.30205418,94.10501250754295,0,1.78e-06,0.0,0.00018140000000000002,999,10847,1 57666U 23124D   25210.33850138  .00000178  00000+0  18140-4 0  9996,2 57666  53.1598 226.2571 0000859  73.5081 286.6014 15.30205418108470,important
STARLINK-30275,celestrak_active,2025-07-29T17:08:40.691997,57667,U,2023,124,E,2025,210.26253159,53.1595,164.8722,0.0001283,94.5128,265.6019,15.30192312,94.10581851100034,0,2.58e-06,0.0,0.00020839,999,10935,1 57667U 23124E   25210.26253159  .00000258  00000+0  20839-4 0  9996,2 57667  53.1595 164.8722 0001283  94.5128 265.6019 15.30192312109358,important
STARLINK-30278,celestrak_active,2025-07-29T17:08:40.692003,57668,U,2023,124,F,2025,210.58383399,53.1597,163.3476,0.0001376,94.0006,266.1152,15.30192034,94.10583560782018,0,1.5e-07,0.0,0.00012627,999,10940,1 57668U 23124F   25210.58383399  .00000015  00000+0  12627-4 0  9999,2 57668  53.1597 163.3476 0001376  94.0006 266.1152 15.30192034109405,important
STARLINK-30271,celestrak_active,2025-07-29T17:08:40.692009,57669,U,2023,124,G,2025,210.14032713,53.1602,165.4195,0.0001537,89.7026,270.4151,15.30192398,94.10581322205732,0,1.36e-06,0.0,0.0001672,999,10933,1 57669U 23124G   25210.14032713  .00000136  00000+0  16720-4 0  9995,2 57669  53.1602 165.4195 0001537  89.7026 270.4151 15.30192398109338,important
STARLINK-30322,celestrak_active,2025-07-29T17:08:40.692014,57670,U,2023,124,H,2025,210.26147584,53.1602,164.8722,0.0001396,94.5882,265.5279,15.30192454,94.10580977809475,0,5.32e-06,0.0,0.00030106,999,10935,1 57670U 23124H   25210.26147584  .00000532  00000+0  30106-4 0  9997,2 57670  53.1602 164.8722 0001396  94.5882 265.5279 15.30192454109357,important
STARLINK-30296,celestrak_active,2025-07-29T17:08:40.692020,57671,U,2023,124,J,2025,210.57115405,53.1592,163.3811,0.000117,96.9337,263.1796,15.30226262,94.10373065470236,0,3.839e-05,0.0,0.0014156,999,10940,1 57671U 23124J   25210.57115405  .00003839  00000+0  14156-3 0  9998,2 57671  53.1592 163.3811 0001170  96.9337 263.1796 15.30226262109409,important
STARLINK-30274,celestrak_active,2025-07-29T17:08:40.692025,57672,U,2023,124,K,2025,210.29411299,53.1598,164.6052,0.0001714,99.4266,260.6928,15.3020247,94.10519380484335,0,6.57e-06,0.0,0.00034329,999,10936,1 57672U 23124K   25210.29411299  .00000657  00000+0  34329-4 0  9998,2 57672  53.1598 164.6052 0001714  99.4266 260.6928 15.30202470109369,important
STARLINK-30316,celestrak_active,2025-07-29T17:08:40.692031,57673,U,2023,124,L,2025,210.57646657,53.1591,163.4194,0.0001273,99.096,261.0185,15.30193651,94.10573616345503,0,1.59e-06,0.0,0.00017484,999,10940,1 57673U 23124L   25210.57646657  .00000159  00000+0  17484-4 0  9998,2 57673  53.1591 163.4194 0001273  99.0960 261.0185 15.30193651109409,important
STARLINK-30317,celestrak_active,2025-07-29T17:08:40.692036,57675,U,2023,124,N,2025,210.58335648,53.1567,162.4279,0.0002142,149.3719,63.2095,15.3429643,93.85409311028639,0,0.00061254,0.0,0.018151999999999998,999,10941,1 57675U 23124N   25210.58335648  .00061254  00000+0  18152-2 0  9990,2 57675  53.1567 162.4279 0002142 149.3719  63.2095 15.34296430109410,important
STARLINK-30313,celestrak_active,2025-07-29T17:08:40.692043,57676,U,2023,124,P,2025,210.16668721,53.1588,165.2315,0.0001248,82.276,277.8382,15.30167034,94.10737311701881,0,-8.323e-05,0.0,-0.0026946,999,10934,1 57676U 23124P   25210.16668721 -.00008323  00000+0 -26946-3 0  9997,2 57676  53.1588 165.2315 0001248  82.2760 277.8382 15.30167034109340,important
STARLINK-30303,celestrak_active,2025-07-29T17:08:40.692049,57677,U,2023,124,Q,2025,210.58058411,53.1601,162.8005,0.0001341,97.5837,262.5316,15.30193506,94.1057450808447,0,2.35e-06,0.0,0.00020051999999999998,999,10941,1 57677U 23124Q   25210.58058411  .00000235  00000+0  20052-4 0  9998,2 57677  53.1601 162.8005 0001341  97.5837 262.5316 15.30193506109413,important
STARLINK-30320,celestrak_active,2025-07-29T17:08:40.692055,57678,U,2023,124,R,2025,210.54426838,53.1597,150.5406,0.0001299,99.3229,260.7919,15.30196312,94.10557251428011,0,1.9e-07,0.0,0.00012769,999,10958,1 57678U 23124R   25210.54426838  .00000019  00000+0  12769-4 0  9993,2 57678  53.1597 150.5406 0001299  99.3229 260.7919 15.30196312109589,important
STARLINK-30321,celestrak_active,2025-07-29T17:08:40.692060,57679,U,2023,124,S,2025,210.19925657,53.1595,164.6918,0.0001356,88.6932,271.4224,15.30198066,94.10546464512392,0,2.036e-05,0.0,0.00080855,999,10935,1 57679U 23124S   25210.19925657  .00002036  00000+0  80855-4 0  9990,2 57679  53.1595 164.6918 0001356  88.6932 271.4224 15.30198066109359,important
STARLINK-30283,celestrak_active,2025-07-29T17:08:40.692066,57680,U,2023,124,T,2025,210.56486292,53.1591,163.3853,0.0001289,94.6996,265.4152,15.30195762,94.10560633875289,0,-3.39e-06,0.0,6.741699999999999e-06,999,10940,1 57680U 23124T   25210.56486292 -.00000339  00000+0  67417-6 0  9996,2 57680  53.1591 163.3853 0001289  94.6996 265.4152 15.30195762109402,important
STARLINK-30273,celestrak_active,2025-07-29T17:08:40.692072,57681,U,2023,124,U,2025,210.13716278,53.1607,165.4154,0.0001423,89.8225,270.2939,15.3019249,94.10580756411895,0,5.4e-07,0.0,0.00013948,999,10933,1 57681U 23124U   25210.13716278  .00000054  00000+0  13948-4 0  9991,2 57681  53.1607 165.4154 0001423  89.8225 270.2939 15.30192490109333,important
STARLINK-30297,celestrak_active,2025-07-29T17:08:40.692077,57682,U,2023,124,V,2025,210.56170566,53.1586,163.4309,0.0001226,91.9243,268.1898,15.30196692,94.10554914465858,0,3.57e-06,0.0,0.0002417,999,10940,1 57682U 23124V   25210.56170566  .00000357  00000+0  24170-4 0  9998,2 57682  53.1586 163.4309 0001226  91.9243 268.1898 15.30196692109401,important
STARLINK-30295,celestrak_active,2025-07-29T17:08:40.692083,57683,U,2023,124,W,2025,210.57435939,53.1595,163.4215,0.0001288,95.5332,264.5816,15.30191683,94.10585719410162,0,-3.33e-06,0.0,8.8738e-06,999,10940,1 57683U 23124W   25210.57435939 -.00000333  00000+0  88738-6 0  9995,2 57683  53.1595 163.4215 0001288  95.5332 264.5816 15.30191683109400,important
STARLINK-30288,celestrak_active,2025-07-29T17:08:40.692101,57698,U,2023,129,A,2025,210.43282877,43.003,253.1596,0.0001588,274.2056,85.8605,15.02533719,95.83811543067274,0,-6.74e-06,0.0,-0.00034788,999,10707,1 57698U 23129A   25210.43282877 -.00000674  00000+0 -34788-4 0  9995,2 57698  43.0030 253.1596 0001588 274.2056  85.8605 15.02533719107079,important
STARLINK-30347,celestrak_active,2025-07-29T17:08:40.692107,57699,U,2023,129,B,2025,210.41657964,43.0023,241.1133,0.0001256,274.8173,85.2526,15.02536405,95.83794410625279,0,3.77e-06,0.0,0.00042943,999,10721,1 57699U 23129B   25210.41657964  .00000377  00000+0  42943-4 0  9997,2 57699  43.0023 241.1133 0001256 274.8173  85.2526 15.02536405107211,important
STARLINK-30332,celestrak_active,2025-07-29T17:08:40.692112,57700,U,2023,129,C,2025,210.42949827,43.0032,253.1367,0.0001594,275.4257,84.6403,15.02533961,95.83809999486594,0,-7.03e-06,0.0,-0.00036935,999,10693,1 57700U 23129C   25210.42949827 -.00000703  00000+0 -36935-4 0  9992,2 57700  43.0032 253.1367 0001594 275.4257  84.6403 15.02533961106930,important
STARLINK-30345,celestrak_active,2025-07-29T17:08:40.692118,57701,U,2023,129,D,2025,210.4162944,43.0028,253.898,0.0001705,286.5533,73.5122,15.02535451,95.83800495633031,0,6.6e-06,0.0,0.00063917,999,10692,1 57701U 23129D   25210.41629440  .00000660  00000+0  63917-4 0  9998,2 57701  43.0028 253.8980 0001705 286.5533  73.5122 15.02535451106928,important
STARLINK-30333,celestrak_active,2025-07-29T17:08:40.692123,57702,U,2023,129,E,2025,210.47611155,43.0024,253.4853,0.0001406,272.5116,87.5566,15.02535602,95.83799532491877,0,1.3e-07,0.0,0.00016047000000000001,999,10707,1 57702U 23129E   25210.47611155  .00000013  00000+0  16047-4 0  9993,2 57702  43.0024 253.4853 0001406 272.5116  87.5566 15.02535602107072,important
STARLINK-30336,celestrak_active,2025-07-29T17:08:40.692128,57703,U,2023,129,F,2025,210.41296573,43.0038,253.8757,0.0001512,290.6266,69.4414,15.02536283,95.83795188791457,0,2.69e-06,0.0,0.00034964,999,10692,1 57703U 23129F   25210.41296573  .00000269  00000+0  34964-4 0  9992,2 57703  43.0038 253.8757 0001512 290.6266  69.4414 15.02536283106920,important
STARLINK-30346,celestrak_active,2025-07-29T17:08:40.692134,57704,U,2023,129,G,2025,210.46942825,43.0043,253.4365,0.000164,287.103,72.9633,15.02553448,95.83685704603302,0,2.257e-05,0.0,0.0018199000000000002,999,10693,1 57704U 23129G   25210.46942825  .00002257  00000+0  18199-3 0  9996,2 57704  43.0043 253.4365 0001640 287.1030  72.9633 15.02553448106935,important
STARLINK-30342,celestrak_active,2025-07-29T17:08:40.692139,57705,U,2023,129,H,2025,210.58335648,43.0,250.6462,0.0001589,281.7467,172.8278,15.34488376,93.84235309450138,0,0.02337541,0.0,0.60826,999,10711,1 57705U 23129H   25210.58335648  .02337541  00000+0  60826-1 0  9990,2 57705  43.0000 250.6462 0001589 281.7467 172.8278 15.34488376107110,important
STARLINK-30327,celestrak_active,2025-07-29T17:08:40.692147,57707,U,2023,129,K,2025,210.44955974,43.0016,240.5861,0.000195,5.0397,355.0465,15.04098861,95.73838777077566,0,0.00020069,0.0,0.014357,999,10708,1 57707U 23129K   25210.44955974  .00020069  00000+0  14357-2 0  9998,2 57707  43.0016 240.5861 0001950   5.0397 355.0465 15.04098861107083,important
STARLINK-30315,celestrak_active,2025-07-29T17:08:40.692153,57708,U,2023,129,L,2025,210.45946263,43.0028,253.3625,0.000165,274.0719,85.9935,15.025361,95.83796356040963,0,1.6e-07,0.0,0.00016266000000000002,999,10707,1 57708U 23129L   25210.45946263  .00000016  00000+0  16266-4 0  9994,2 57708  43.0028 253.3625 0001650 274.0719  85.9935 15.02536100107071,important
STARLINK-30287,celestrak_active,2025-07-29T17:08:40.692158,57709,U,2023,129,M,2025,210.39966452,42.9987,253.7748,9.84e-05,266.7499,93.3231,15.0252099,95.8389273483627,0,2.83e-05,0.0,0.0022454999999999997,999,10706,1 57709U 23129M   25210.39966452  .00002830  00000+0  22455-3 0  9992,2 57709  42.9987 253.7748 0000984 266.7499  93.3231 15.02520990107067,important
STARLINK-30335,celestrak_active,2025-07-29T17:08:40.692164,57710,U,2023,129,N,2025,210.46279891,43.002,253.39,0.0001526,283.8776,76.1897,15.02525673,95.8386286421876,0,-2.477e-05,0.0,-0.0016843,999,10707,1 57710U 23129N   25210.46279891 -.00002477  00000+0 -16843-3 0  9999,2 57710  43.0020 253.3900 0001526 283.8776  76.1897 15.02525673107077,important
STARLINK-30318,celestrak_active,2025-07-29T17:08:40.692170,57711,U,2023,129,P,2025,210.47278202,43.0028,253.4482,0.000156,277.7878,82.2787,15.025365,95.83793804676291,0,-3.2e-06,0.0,-8.613e-05,999,10693,1 57711U 23129P   25210.47278202 -.00000320  00000+0 -86130-5 0  9999,2 57711  43.0028 253.4482 0001560 277.7878  82.2787 15.02536500106936,important
STARLINK-30348,celestrak_active,2025-07-29T17:08:40.692175,57712,U,2023,129,Q,2025,210.38632523,43.0019,253.6715,0.0001327,277.6101,82.459,15.02539792,95.83772806996649,0,-7.2e-07,0.0,9.7212e-05,999,10706,1 57712U 23129Q   25210.38632523 -.00000072  00000+0  97212-5 0  9996,2 57712  43.0019 253.6715 0001327 277.6101  82.4590 15.02539792107062,important
STARLINK-30349,celestrak_active,2025-07-29T17:08:40.692181,57713,U,2023,129,R,2025,209.84784335,43.0024,256.5155,0.0001351,276.1275,83.9413,15.0253521,95.8380203283223,0,2.7e-07,0.0,0.00017093000000000002,999,10684,1 57713U 23129R   25209.84784335  .00000027  00000+0  17093-4 0  9992,2 57713  43.0024 256.5155 0001351 276.1275  83.9413 15.02535210106848,important
